AphiaID,Phylum,Class,_Order,Family,Genus,sr_Less_than_10,sr_11_to_20,sr_21_to_100,sr_101_to_200,sr_201_to_500,sr_More_than_500,m_Soft,m_Tunic,m_Exoskeleton,m_Crustose,m_Cushion,m_Stalked,l_Less_than_1,l_1_to_3,l_3_to_10,l_More_than_10,ed_Asexual,ed_Sexual_pelagic,ed_Sexual_benthic,ed_Sexual_brooded,ld_Pelagic_planktotrophic,ld_Pelagic_lecithotrophic,ld_Benthic_direct,lh_Tube_dwelling,lh_Burrow_dwelling,lh_Free_living,lh_Crevice_hole_under_stones,lh_Epi_endo_biotic,lh_Attached_to_substratum,sp_Surface,sp_Shallow_infauna_0_to_5cm,sp_Mid_depth_infauna_5_to_10cm,sp_Deep_infauna_more_than_10cm,f_Suspension,f_Surface_deposit,f_Subsurface_deposit,f_Scavenger,f_Predator,f_Parasite,mob_Sessile,mob_Swim,mob_Crawl_creep_climb,mob_Burrower,b_Diffusive_mixing,b_Surface_deposition,b_Upward_conveyor,b_Downward_conveyer,b_None
129439,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pholoe,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,3,1,1,1,0,0,0
129469,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pisione,2,1,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0
129594,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sigalion,0,0,0,3,0,0,3,0,0,0,0,0,0,1,1,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,3,3,3,1,0,0,0
129595,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sthenelais,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,3,3,3,1,0,0,0
943,Annelida,Polychaeta,Phyllodocida,Sigalionidae,,1,1,1,1,0,0,3,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,3,0,0,0,1,1,1,1,0,0,0,1,3,0,0,0,1,1,1,1,0,0,0
129597,Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,Commensodorum,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,2,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0
129598,Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,Ephesiella,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0
129601,Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,Sphaerodoropsis,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,2,0,0,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0
129602,Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,Sphaerodorum,0,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,3,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0
957,Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,,1,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,2,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0
129645,Annelida,Polychaeta,Phyllodocida,Syllidae,Amblyosyllis,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,3,0,3,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0
129648,Annelida,Polychaeta,Phyllodocida,Syllidae,Brania,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,3,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0
129650,Annelida,Polychaeta,Phyllodocida,Syllidae,Dioplosyllis,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0
129652,Annelida,Polychaeta,Phyllodocida,Syllidae,Eurysyllis,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,2,0,3,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0
129653,Annelida,Polychaeta,Phyllodocida,Syllidae,Eusyllis,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,2,0,1,0,3,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0
129654,Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,2,0,3,0,1,0,0,0,0,3,0,3,0,0,0,0,1,0,0,1,0,0,0
129657,Annelida,Polychaeta,Phyllodocida,Syllidae,Haplosyllis,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,3,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0
129659,Annelida,Polychaeta,Phyllodocida,Syllidae,Myrianida,0,3,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,3,3,0,3,0,0,3,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0
129660,Annelida,Polychaeta,Phyllodocida,Syllidae,Odontosyllis,1,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,3,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0
129661,Annelida,Polychaeta,Phyllodocida,Syllidae,Opisthodonta,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0
129663,Annelida,Polychaeta,Phyllodocida,Syllidae,Palposyllis,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0
129669,Annelida,Polychaeta,Phyllodocida,Syllidae,Pionosyllis,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0
129670,Annelida,Polychaeta,Phyllodocida,Syllidae,Plakosyllis,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,1,0,1,0,0,1,0,0,0
129671,Annelida,Polychaeta,Phyllodocida,Syllidae,Proceraea,0,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0
129677,Annelida,Polychaeta,Phyllodocida,Syllidae,Sphaerosyllis,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0
238206,Annelida,Polychaeta,Phyllodocida,Syllidae,Streptodonta,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0
129678,Annelida,Polychaeta,Phyllodocida,Syllidae,Streptosyllis,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0
129679,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllides,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0
129680,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,0,1,1,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,3,1,0,3,1,0,3,1,1,0,1,0,0,0,0,0,0,3,3,0,0,0,1,0,0,1,0,0,0
129681,Annelida,Polychaeta,Phyllodocida,Syllidae,Trypanosyllis,1,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,3,0,3,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0
948,Annelida,Polychaeta,Phyllodocida,Syllidae,,1,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0
129529,Annelida,Polychaeta,Sabellida,Fabriciidae,Fabricia,3,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,1,0,0,1,0,0,0
994098,Annelida,Polychaeta,Sabellida,Sabellidae,Acromegalomma,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0
129524,Annelida,Polychaeta,Sabellida,Sabellidae,Branchiomma,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0
129525,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,0,1,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,3,3,3,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0
129528,Annelida,Polychaeta,Sabellida,Sabellidae,Euchone,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0
129533,Annelida,Polychaeta,Sabellida,Sabellidae,Jasmineira,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0
129534,Annelida,Polychaeta,Sabellida,Sabellidae,Laonome,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,0,0,0,1,0,0,1,0
325958,Annelida,Polychaeta,Sabellida,Sabellidae,Parasabella,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,3,3,0,3,0,3,0,0,3,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0
129542,Annelida,Polychaeta,Sabellida,Sabellidae,Perkinsiana,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0
129548,Annelida,Polychaeta,Sabellida,Sabellidae,Pseudopotamilla,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0
129549,Annelida,Polychaeta,Sabellida,Sabellidae,Sabella,0,0,1,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0
985,Annelida,Polychaeta,Sabellida,Sabellidae,,1,1,1,1,1,0,3,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,3,0,0,1,1,0,1,1,1,0,3,1,0,0,0,0,3,0,1,0,1,1,0,1,0
129558,Annelida,Polychaeta,Sabellida,Serpulidae,Apomatus,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0
129629,Annelida,Polychaeta,Sabellida,Serpulidae,Circeis,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0
129561,Annelida,Polychaeta,Sabellida,Serpulidae,Ditrupa,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0
129563,Annelida,Polychaeta,Sabellida,Serpulidae,Filograna,3,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0
129566,Annelida,Polychaeta,Sabellida,Serpulidae,Hydroides,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0
129575,Annelida,Polychaeta,Sabellida,Serpulidae,Protula,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0
129580,Annelida,Polychaeta,Sabellida,Serpulidae,Serpula,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0
129582,Annelida,Polychaeta,Sabellida,Serpulidae,Spirobranchus,0,1,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,3,0,0,3,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0
129642,Annelida,Polychaeta,Sabellida,Serpulidae,Spirorbis,3,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0
129584,Annelida,Polychaeta,Sabellida,Serpulidae,Vermiliopsis,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0
988,Annelida,Polychaeta,Sabellida,Serpulidae,,1,1,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,3,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0
129103,Annelida,Polychaeta,Sabellida,Siboglinidae,Siboglinum,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0
129198,Annelida,Polychaeta,Spionida,Apistobranchidae,Apistobranchus,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0
129471,Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,2,2,0,3,3,3,0,0,0,0,0,0,3,3,0,0,0,0
129605,Annelida,Polychaeta,Spionida,Spionidae,Aonides,0,1,1,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,2,3,0,0,0
129607,Annelida,Polychaeta,Spionida,Spionidae,Atherospio,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0
129611,Annelida,Polychaeta,Spionida,Spionidae,Dipolydora,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0
129613,Annelida,Polychaeta,Spionida,Spionidae,Laonice,0,0,1,1,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,1,1,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0
129614,Annelida,Polychaeta,Spionida,Spionidae,Malacoceros,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,2,1,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0
129616,Annelida,Polychaeta,Spionida,Spionidae,Microspio,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,2,1,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0
129619,Annelida,Polychaeta,Spionida,Spionidae,Polydora,0,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,2,1,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0
129620,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,1,1,1,0,0,0,3,0,0,0,0,0,0,3,0,0,1,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0
129621,Annelida,Polychaeta,Spionida,Spionidae,Pseudopolydora,0,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0
129622,Annelida,Polychaeta,Spionida,Spionidae,Pygospio,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,3,3,0,3,3,0,0,0,0,0,0,2,1,0,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0
129623,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,0,0,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,3,1,0,0,0,0,3,0,0,3,3,0,0,0,0,3,1,0,0,0,3,0,0,0
129625,Annelida,Polychaeta,Spionida,Spionidae,Spio,0,1,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,1,3,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0
129626,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,3,0,0,0,0,0,3,0,0,3,3,3,0,0,0,3,0,0,0,0,3,0,0,0
129627,Annelida,Polychaeta,Spionida,Spionidae,Streblospio,3,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,3,1,1,1,3,3,0,0,0,0,0,2,0,0,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0
913,Annelida,Polychaeta,Spionida,Spionidae,,1,1,1,1,0,0,3,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,1,0,0,0,1,1,0,0,1,1,0,0,0
129719,Annelida,Polychaeta,Spionida,Trochochaetidae,Trochochaeta,0,0,3,0,0,0,3,0,0,0,0,0,0,1,1,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,0,1,1,0,0,0
129141,Annelida,Polychaeta,Terebellida,Acrocirridae,Macrochaeta,1,1,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,3,0,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0
129155,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharete,0,1,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,3,0,0,0,0,0,0,3,0,0,2,3,0,0,0,0,1,0,0,0,0,1,0,1,0
129156,Annelida,Polychaeta,Terebellida,Ampharetidae,Amphicteis,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0
129158,Annelida,Polychaeta,Terebellida,Ampharetidae,Anobothrus,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0
129161,Annelida,Polychaeta,Terebellida,Ampharetidae,Eclysippe,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,1,0,1,1,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0
129166,Annelida,Polychaeta,Terebellida,Ampharetidae,Lysippe,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,1,0,1,1,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0
129177,Annelida,Polychaeta,Terebellida,Ampharetidae,Samytha,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,1,0,1,1,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0
129179,Annelida,Polychaeta,Terebellida,Ampharetidae,Sosane,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,1,0,1,1,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0
981,Annelida,Polychaeta,Terebellida,Ampharetidae,,0,1,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,3,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0
129240,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,2,0,3,0,2,3,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,1,0
129241,Annelida,Polychaeta,Terebellida,Cirratulidae,Caulleriella,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1,0,0,3,0,0,3,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,1,0
129242,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,1,3,0,0,0,3,0,0,1,0,0,0,0,0,3,1,0,2,3,0,0,0,0,3,0,0,0,0,3,0,1,0
129243,Annelida,Polychaeta,Terebellida,Cirratulidae,Cirratulus,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,3,3,0,0,3,0,2,1,1,0,0,0,3,1,0,0,3,0,0,0,0,3,0,0,0,0,3,0,1,0
129245,Annelida,Polychaeta,Terebellida,Cirratulidae,Cirriformia,0,0,0,3,0,0,3,0,0,0,0,0,0,1,1,0,0,3,0,0,0,3,0,2,0,1,3,0,0,0,3,1,0,2,3,0,0,0,0,1,0,0,0,0,3,0,1,0
129246,Annelida,Polychaeta,Terebellida,Cirratulidae,Dodecaceria,0,0,3,0,0,0,3,0,0,0,0,0,0,1,1,0,3,0,3,3,0,0,3,1,0,0,0,0,0,0,3,1,0,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0
884676,Annelida,Polychaeta,Terebellida,Cirratulidae,Kirkegaardia,0,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,3,3,0,0,3,0,1,0,0,0,0,0,3,1,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0
129249,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,0,3,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,3,0,1,0,0,0,0,0,3,0,0,2,3,0,0,0,0,1,0,0,0,0,3,0,1,0
919,Annelida,Polychaeta,Terebellida,Cirratulidae,,0,1,1,1,0,0,3,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,3,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0
129289,Annelida,Polychaeta,Terebellida,Flabelligeridae,Brada,0,0,3,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,3,3,0,0,2,0,0,3,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,1,1,1,0,0,0
129290,Annelida,Polychaeta,Terebellida,Flabelligeridae,Diplocirrus,0,0,3,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,3,1,2,0,0,0
129291,Annelida,Polychaeta,Terebellida,Flabelligeridae,Flabelligera,0,0,3,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,3,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0
129293,Annelida,Polychaeta,Terebellida,Flabelligeridae,Pherusa,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,2,2,0,2,3,0,0,3,0,0,3,0,0,0,2,3,0,0,0,0,3,0,1,0,0,1,0,0,0
976,Annelida,Polychaeta,Terebellida,Flabelligeridae,,0,0,3,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,3,0,0,0,0,1,0,1,1,1,1,0,0,0
129168,Annelida,Polychaeta,Terebellida,Melinnidae,Melinna,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0
152447,Annelida,Polychaeta,Terebellida,Pectinariidae,Amphictene,0,0,3,0,0,0,3,0,0,0,0,0,0,1,1,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0
152365,Annelida,Polychaeta,Terebellida,Pectinariidae,Lagis,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0
129437,Annelida,Polychaeta,Terebellida,Pectinariidae,Pectinaria,0,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0
129438,Annelida,Polychaeta,Terebellida,Pectinariidae,Petta,0,3,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0
980,Annelida,Polychaeta,Terebellida,Pectinariidae,,0,1,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0
129644,Annelida,Polychaeta,Terebellida,Sternaspidae,Sternaspis,0,0,3,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0
